1* Populacao:
Cromossomo: [110, 23, 10, 3, 2] -> Precisao: 81.9%, Recall: 73.2%, F1: 77.3%
Cromossomo: [131, 22, 9, 5, 0] -> Precisao: 77.8%, Recall: 73.3%, F1: 75.5%
Cromossomo: [104, 24, 10, 3, 1] -> Precisao: 84.7%, Recall: 71.4%, F1: 77.5%

Melhor Cromossomo: [104, 24, 5, 3, 2] -> Precisao: 86.6%, Recall: 72.0%, F1: 78.6%

3* Populacao:
Cromossomo: [104, 24, 5, 3, 1] -> Precisao: 87.8%, Recall: 70.3%, F1: 78.1%
Cromossomo: [131, 22, 5, 5, 1] -> Precisao: 77.5%, Recall: 73.0%, F1: 75.2%
Cromossomo: [360, 22, 9, 5, 0] -> Precisao: 78.4%, Recall: 72.9%, F1: 75.6%
Cromossomo: [131, 24, 10, 2, 2] -> Precisao: 84.5%, Recall: 72.7%, F1: 78.2%
Cromossomo: [183, 8, 3, 2, 2] -> Precisao: 32.1%, Recall: 71.9%, F1: 44.4%
Cromossomo: [104, 24, 5, 3, 0] -> Precisao: 88.2%, Recall: 70.5%, F1: 78.4%
Cromossomo: [131, 24, 5, 3, 2] -> Precisao: 86.3%, Recall: 72.2%, F1: 78.6%
Cromossomo: [104, 6, 9, 5, 2] -> Precisao: 30.4%, Recall: 69.7%, F1: 42.3%
Cromossomo: [104, 24, 3, 2, 0] -> Precisao: 90.7%, Recall: 67.9%, F1: 77.7%
Cromossomo: [183, 24, 5, 3, 0] -> Precisao: 88.2%, Recall: 70.5%, F1: 78.4%

Melhor Cromossomo: [104, 24, 5, 3, 2] -> Precisao: 86.6%, Recall: 72.0%, F1: 78.6%

4* Populacao:
Cromossomo: [104, 24, 5, 2, 0] -> Precisao: 90.5%, Recall: 68.8%, F1: 78.2%
Cromossomo: [131, 24, 5, 3, 0] -> Precisao: 87.8%, Recall: 70.3%, F1: 78.1%
Cromossomo: [183, 24, 9, 5, 0] -> Precisao: 81.6%, Recall: 72.3%, F1: 76.7%
Cromossomo: [183, 22, 5, 3, 0] -> Precisao: 82.9%, Recall: 71.3%, F1: 76.7%
Cromossomo: [131, 24, 5, 2, 0] -> Precisao: 90.1%, Recall: 68.5%, F1: 77.8%
Cromossomo: [104, 24, 5, 3, 2] -> Precisao: 86.2%, Recall: 72.1%, F1: 78.5%
Cromossomo: [309, 24, 5, 1, 1] -> Precisao: 92.0%, Recall: 67.8%, F1: 78.1%
Cromossomo: [183, 14, 5, 3, 0] -> Precisao: 45.9%, Recall: 74.4%, F1: 56.8%
Cromossomo: [183, 24, 3, 3, 2] -> Precisao: 86.2%, Recall: 72.3%, F1: 78.6%
Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

5* Populacao:
Cromossomo: [309, 24, 5, 2, 0] -> Precisao: 91.0%, Recall: 69.3%, F1: 78.7%
Cromossomo: [104, 24, 5, 1, 1] -> Precisao: 91.4%, Recall: 67.7%, F1: 77.8%
Cromossomo: [297, 24, 5, 3, 0] -> Precisao: 88.3%, Recall: 70.3%, F1: 78.3%
Cromossomo: [131, 24, 10, 2, 0] -> Precisao: 86.0%, Recall: 71.2%, F1: 77.9%
Cromossomo: [312, 24, 7, 3, 1] -> Precisao: 87.9%, Recall: 70.6%, F1: 78.3%
Cromossomo: [131, 24, 5, 2, 0] -> Precisao: 90.3%, Recall: 68.9%, F1: 78.2%
Cromossomo: [183, 24, 5, 3, 0] -> Precisao: 88.0%, Recall: 70.7%, F1: 78.4%
Cromossomo: [131, 11, 3, 2, 2] -> Precisao: 37.7%, Recall: 74.2%, F1: 50.0%
Cromossomo: [312, 24, 4, 2, 0] -> Precisao: 91.6%, Recall: 68.5%, F1: 78.4%
Cromossomo: [125, 24, 7, 3, 0] -> Precisao: 87.8%, Recall: 70.4%, F1: 78.1%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

6* Populacao:
Cromossomo: [312, 24, 4, 2, 0] -> Precisao: 91.5%, Recall: 68.7%, F1: 78.5%
Cromossomo: [309, 24, 5, 2, 1] -> Precisao: 91.1%, Recall: 69.3%, F1: 78.7%
Cromossomo: [153, 24, 5, 2, 0] -> Precisao: 90.8%, Recall: 69.1%, F1: 78.5%
Cromossomo: [297, 24, 4, 3, 0] -> Precisao: 88.6%, Recall: 70.6%, F1: 78.6%
Cromossomo: [125, 24, 5, 5, 0] -> Precisao: 81.5%, Recall: 72.7%, F1: 76.8%
Cromossomo: [297, 24, 7, 3, 0] -> Precisao: 88.0%, Recall: 70.6%, F1: 78.3%
Cromossomo: [183, 24, 5, 3, 0] -> Precisao: 88.4%, Recall: 70.1%, F1: 78.2%
Cromossomo: [309, 24, 3, 2, 0] -> Precisao: 91.8%, Recall: 68.7%, F1: 78.6%
Cromossomo: [309, 24, 7, 3, 0] -> Precisao: 88.0%, Recall: 70.5%, F1: 78.3%
Cromossomo: [131, 24, 10, 2, 0] -> Precisao: 86.3%, Recall: 71.2%, F1: 78.0%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

7* Populacao:
Cromossomo: [297, 16, 3, 3, 0] -> Precisao: 55.6%, Recall: 74.5%, F1: 63.7%
Cromossomo: [297, 24, 4, 3, 0] -> Precisao: 88.7%, Recall: 70.4%, F1: 78.5%
Cromossomo: [309, 24, 3, 2, 0] -> Precisao: 91.4%, Recall: 68.6%, F1: 78.4%
Cromossomo: [153, 15, 5, 2, 0] -> Precisao: 50.6%, Recall: 74.2%, F1: 60.2%
Cromossomo: [297, 24, 4, 3, 0] -> Precisao: 88.2%, Recall: 70.4%, F1: 78.3%
Cromossomo: [297, 24, 7, 1, 2] -> Precisao: 87.1%, Recall: 71.0%, F1: 78.2%
Cromossomo: [166, 13, 5, 2, 1] -> Precisao: 42.0%, Recall: 74.1%, F1: 53.6%
Cromossomo: [145, 24, 5, 2, 0] -> Precisao: 90.3%, Recall: 68.7%, F1: 78.0%
Cromossomo: [153, 24, 3, 2, 0] -> Precisao: 91.1%, Recall: 68.3%, F1: 78.1%
Cromossomo: [309, 24, 7, 5, 0] -> Precisao: 82.1%, Recall: 72.9%, F1: 77.2%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

8* Populacao:
Cromossomo: [297, 15, 4, 5, 0] -> Precisao: 49.3%, Recall: 74.7%, F1: 59.4%
Cromossomo: [146, 24, 7, 4, 2] -> Precisao: 84.9%, Recall: 73.2%, F1: 78.6%
Cromossomo: [309, 24, 7, 5, 0] -> Precisao: 82.3%, Recall: 72.9%, F1: 77.3%
Cromossomo: [297, 24, 3, 1, 2] -> Precisao: 88.8%, Recall: 69.8%, F1: 78.2%
Cromossomo: [297, 24, 4, 5, 0] -> Precisao: 82.1%, Recall: 72.9%, F1: 77.2%
Cromossomo: [297, 24, 7, 4, 0] -> Precisao: 85.4%, Recall: 71.6%, F1: 77.9%
Cromossomo: [238, 18, 4, 3, 0] -> Precisao: 65.8%, Recall: 73.6%, F1: 69.5%
Cromossomo: [297, 24, 3, 2, 0] -> Precisao: 91.9%, Recall: 68.6%, F1: 78.6%
Cromossomo: [153, 24, 3, 2, 0] -> Precisao: 91.0%, Recall: 68.6%, F1: 78.2%
Cromossomo: [309, 15, 5, 2, 0] -> Precisao: 50.9%, Recall: 74.4%, F1: 60.4%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

9* Populacao:
Cromossomo: [384, 13, 3, 2, 0] -> Precisao: 42.2%, Recall: 74.1%, F1: 53.8%
Cromossomo: [128, 24, 3, 5, 0] -> Precisao: 82.0%, Recall: 72.9%, F1: 77.2%
Cromossomo: [239, 24, 8, 4, 0] -> Precisao: 85.6%, Recall: 72.2%, F1: 78.3%
Cromossomo: [297, 24, 7, 2, 0] -> Precisao: 89.4%, Recall: 70.0%, F1: 78.5%
Cromossomo: [297, 24, 7, 1, 2] -> Precisao: 87.3%, Recall: 71.0%, F1: 78.3%
Cromossomo: [146, 10, 10, 4, 0] -> Precisao: 34.4%, Recall: 72.7%, F1: 46.7%
Cromossomo: [297, 24, 7, 1, 2] -> Precisao: 87.1%, Recall: 71.3%, F1: 78.4%
Cromossomo: [146, 7, 3, 4, 2] -> Precisao: 31.2%, Recall: 71.1%, F1: 43.4%
Cromossomo: [146, 5, 7, 4, 2] -> Precisao: 29.5%, Recall: 69.9%, F1: 41.5%
Cromossomo: [297, 24, 6, 5, 0] -> Precisao: 82.2%, Recall: 73.1%, F1: 77.4%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%

10* Populacao:
Cromossomo: [297, 24, 7, 2, 0] -> Precisao: 89.3%, Recall: 69.9%, F1: 78.4%
Cromossomo: [297, 24, 7, 1, 2] -> Precisao: 87.3%, Recall: 71.2%, F1: 78.4%
Cromossomo: [297, 24, 7, 1, 2] -> Precisao: 87.3%, Recall: 71.0%, F1: 78.3%
Cromossomo: [297, 24, 7, 2, 2] -> Precisao: 86.8%, Recall: 71.9%, F1: 78.7%
Cromossomo: [297, 24, 7, 1, 2] -> Precisao: 87.3%, Recall: 71.1%, F1: 78.4%
Cromossomo: [297, 24, 7, 2, 0] -> Precisao: 89.1%, Recall: 69.9%, F1: 78.3%
Cromossomo: [239, 7, 7, 2, 0] -> Precisao: 31.5%, Recall: 70.5%, F1: 43.5%
Cromossomo: [297, 24, 8, 4, 1] -> Precisao: 85.3%, Recall: 71.8%, F1: 78.0%
Cromossomo: [297, 19, 8, 1, 2] -> Precisao: 70.6%, Recall: 74.4%, F1: 72.5%
Cromossomo: [239, 24, 7, 4, 0] -> Precisao: 85.2%, Recall: 72.0%, F1: 78.0%

Melhor Cromossomo: [312, 24, 7, 2, 2] -> Precisao: 87.0%, Recall: 72.0%, F1: 78.8%


Performance no Teste -> Precisao: 85.9%, Recall: 71.3%, F1: 77.9%
