1* Populacao:
Genes: [161, 0.1131, 9, 0.6268, 0.7408, 3, 2, 0, 5] -> Acuracia: 91.7%, Precisao: 92.1%, Recall: 73.5%, Media: 84.8%
Genes: [859, 0.1862, 12, 0.7843, 0.9397, 0, 0, 2, 6] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%
Genes: [778, 0.0359, 12, 0.9066, 0.9986, 1, 1, 0, 2] -> Acuracia: 96.8%, Precisao: 97.9%, Recall: 89.3%, Media: 94.5%
Genes: [778, 0.1287, 12, 0.6296, 0.9397, 0, 1, 0, 10] -> Acuracia: 98.9%, Precisao: 99.1%, Recall: 96.4%, Media: 98.1%

Melhores Genes: [698, 0.2801, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%

10* Populacao:
Genes: [294, 0.1862, 3, 0.5531, 0.9157, 0, 0, 1, 6] -> Acuracia: 86.8%, Precisao: 77.0%, Recall: 60.0%, Media: 72.9%
Genes: [859, 0.1287, 12, 0.7843, 0.9397, 0, 1, 2, 10] -> Acuracia: 99.0%, Precisao: 99.2%, Recall: 96.9%, Media: 98.4%
Genes: [538, 0.1745, 12, 0.7843, 0.9397, 5, 2, 2, 6] -> Acuracia: 93.1%, Precisao: 93.8%, Recall: 78.0%, Media: 87.7%
Genes: [778, 0.1955, 12, 0.6296, 0.9986, 0, 0, 1, 6] -> Acuracia: 99.1%, Precisao: 99.2%, Recall: 97.3%, Media: 98.5%
Genes: [778, 0.1862, 12, 0.7843, 0.9397, 1, 0, 2, 6] -> Acuracia: 98.0%, Precisao: 98.5%, Recall: 93.5%, Media: 96.6%
Genes: [859, 0.1287, 7, 0.8181, 0.8074, 0, 0, 2, 7] -> Acuracia: 96.5%, Precisao: 97.4%, Recall: 88.6%, Media: 94.0%
Genes: [778, 0.1955, 12, 0.7843, 0.9397, 1, 0, 1, 6] -> Acuracia: 98.0%, Precisao: 98.5%, Recall: 93.7%, Media: 96.7%
Genes: [778, 0.1955, 11, 0.6296, 0.9397, 0, 1, 3, 6] -> Acuracia: 99.0%, Precisao: 99.1%, Recall: 96.9%, Media: 98.3%
Genes: [778, 0.1862, 12, 0.6783, 0.922, 0, 0, 2, 8] -> Acuracia: 99.0%, Precisao: 99.2%, Recall: 97.0%, Media: 98.4%
Genes: [294, 0.1955, 8, 0.6296, 0.9986, 0, 2, 2, 2] -> Acuracia: 96.0%, Precisao: 96.8%, Recall: 87.1%, Media: 93.1%

Melhores Genes: [698, 0.2801, 12, 0.9066, 0.9986, 0, 1, 2, 2] -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.4%, Media: 98.6%


Performance no Teste -> Acuracia: 99.2%, Precisao: 99.3%, Recall: 97.3%, Media: 98.6%
